id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,condition,pair_id,V_H,A_H,pair_key,split
N-amazement-d2-c2,neutral,neutral,2,Human-Capability-Matched (Emergency/Performance Settings),B-amazement-d2-v2,112,"The pianist had been performing with this orchestra for nine years. The program listed the piece as a concerto from the standard repertoire. The audience read the program notes, which included background on the composer and the performance history. She sat down and placed both hands on the keys. The orchestra began the introduction, and she entered at the marked measure. The performance followed the score — the left hand carrying the bass line, the right hand the melody, with the standard dynamic markings observed throughout. The audience followed along, some with printed programs. The last note ended and the applause began promptly, followed by the customary standing acknowledgment from the soloist.",neutral,N-amazement-d2-c2,,,N-amazement-d2-c2,dev
B-amazement-d2-v3,amazement,peak,2,Human capability (unexpected heroism),N-amazement-d2-c3,129,The boat had capsized in water too cold to survive for more than twenty minutes. There were six people in the water. The nearest coast guard vessel was forty-five minutes away. A fishing boat reached them in eleven minutes. The fisherman pulled all six out of the water by himself. He was sixty-three years old and his boat was nine meters long and there was no winch and no ladder. He used a net and his arms. The sixth person had stopped moving. The fisherman put his mouth on the man's mouth and his hands on the man's chest in the pattern he had learned from a poster in the harbor office twenty years ago. He did this for fourteen minutes. The man's chest began moving on its own.,affective,N-amazement-d2-c3,,,N-amazement-d2-c3,dev
N-amazement-d2-c3,neutral,neutral,2,Human-Capability-Matched (Emergency/Performance Settings),B-amazement-d2-v3,125,"The boat had returned to the harbor at the scheduled time after a routine trip along the coast. There were six people aboard. The nearest coast guard station was about forty-five minutes up the shoreline. A fishing boat was already docked when they arrived. The fisherman helped tie the mooring lines as they pulled in. He was sixty-three years old and had been fishing from this harbor for decades. His boat was nine meters long with standard rigging. He passed a rope across, and the group stepped onto the dock one at a time. The last person handed over the cooler. The fisherman waved and walked back to his boat to sort the day's equipment before heading to the harbor office to log his return.",neutral,N-amazement-d2-c3,,,N-amazement-d2-c3,dev
B-amazement-d3-v1,amazement,peak,3,Intellectual revelation (paradigm shift),N-amazement-d3-c1,137,"He was a mechanic. He had gone to the lecture because his daughter was presenting her graduate research and he wanted to be in the room. He understood nothing for the first twenty minutes. Then she put up a diagram. It was a diagram of a system with feedback loops, and the system was not working the way it was supposed to, and she was explaining why. He looked at the diagram and he realized he knew why. It was the same reason a transmission fails when the fluid pressure loop can't self-correct. The same structure. He was a mechanic and his daughter was a computational biologist and they had been working on the same problem in different languages for thirty years. He sat in his chair and the building he was in became a different building.",affective,N-amazement-d3-c1,,,N-amazement-d3-c1,dev
Bm-amazement-d3-v1,amazement,moderate,3,Intellectual revelation (paradigm shift),,117,"He had been reading the old survey maps for a land-use project when he noticed that the creek names did not match the modern maps. Not just different spellings — different routes. The creek that now ran east of the road had, in 1884, run west of it. He pulled up the geological records and found the flood year that must have changed the course. But the flood had been minor, documented in a single paragraph. Something else had moved the water. He spent the rest of the afternoon tracing property records from the same decade and found three entries for a drainage ditch that no longer existed and that no one had thought to look for.",affective,N-amazement-d3-c1,8.7638967514826,8.241243748876688,N-amazement-d3-c1,dev
N-amazement-d3-c1,neutral,neutral,3,Intellectual-Revelation-Matched (Academic/Professional Settings),B-amazement-d3-v1,118,"He was a mechanic. He had gone to the lecture because his daughter was presenting her graduate research and he wanted to show support. The presentation covered her computational biology work, with slides showing data tables and process diagrams. He followed the general structure, though the technical terminology was outside his field. She put up a diagram of a system with labeled components and arrows indicating process flow. The audience asked questions during the Q&A period. He waited in the hallway afterward, and they walked to the parking garage together. She asked if the presentation had made sense, and he said he'd understood the main idea. They drove to the restaurant where they had a reservation for dinner.",neutral,N-amazement-d3-c1,,,N-amazement-d3-c1,dev
B-amazement-d4-v1,amazement,peak,4,Caregiving responsibility (dependent in your charge),N-amazement-d4-c1,107,"His son was four and had not spoken a word. Not one. The specialists had
a term for it and a timeline that extended years into the future. He
walked into the living room on a Tuesday and his son was sitting on the
floor with two dozen wooden blocks arranged in a pattern. He looked at
the pattern. It was the street map of their neighborhood — every turn,
every intersection, the dead end by the park, the curve where the road
split. The boy had never held a pencil. He had built eight city blocks
from memory on the carpet, and every angle was correct.",affective,N-amazement-d4-c1,,,N-amazement-d4-c1,dev
N-amazement-d4-c1,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-amazement-d4-v1,110,"His son was four and had begun speaking at the usual age. The
specialists had a term for his developmental stage and a timeline that
matched the standard range. He walked into the living room on a Tuesday
and his son was sitting on the floor with two dozen wooden blocks
arranged in a row. He looked at the arrangement. It was a line of
alternating colors — red, blue, red, blue — following the pattern on
the box the blocks came in. The boy had been holding a pencil that
morning. He had built a single row from the set on the carpet, and the
colors matched the packaging.",neutral,N-amazement-d4-c1,,,N-amazement-d4-c1,dev
B-amazement-d5-v2,amazement,peak,5,Inheritance/legacy (intergenerational discovery),N-amazement-d5-c2,110,"His father had worked in a shoe factory for thirty-three years. After
the funeral, he found a notebook in the bottom drawer of the desk his
father never let anyone open. The notebook contained mathematical
proofs. Eighty-seven pages, written in pencil, in handwriting he
recognized. The notation was formal. He photographed a page and sent
it to a colleague in the mathematics department. The colleague called
him that evening and asked where the notebook had come from. The
proofs were original. Two of them addressed problems his colleague
said had been open for decades. His father had not finished secondary
school. The pencil marks were pressed deep into every page.",affective,N-amazement-d5-c2,,,N-amazement-d5-c2,dev
N-amazement-d5-c2,neutral,neutral,5,Inheritance/Legacy-Matched (Intergenerational Records),B-amazement-d5-v2,108,"His father had worked in a shoe factory for thirty-three years. After
the funeral, he found a notebook in the bottom drawer of the desk his
father kept by the bed. The notebook contained expense records.
Eighty-seven pages, written in pencil, in handwriting he recognized.
The entries were dated. He photographed a page and compared it to the
household receipts in the filing cabinet. The figures matched. The
records were thorough. Every entry tracked the same categories his
father had listed on the household budget pinned to the kitchen wall.
His father had not finished secondary school. The pencil marks were
neat and evenly spaced on every page.",neutral,N-amazement-d5-c2,,,N-amazement-d5-c2,dev
B-amazement-d6-v2,amazement,peak,6,Public witness (stranger encounter in shared space),N-amazement-d6-c2,119,"The accident had stopped traffic on the bridge. A delivery truck had
gone through the guardrail and was hanging over the edge, held by the
rear axle. The driver was visible through the windshield. A woman
walked out of the line of stopped cars. She was carrying a length of
tow strap from her trunk. She crawled under the truck's chassis and
secured the strap to the frame and the guardrail post in a
configuration that distributed the load across three anchor points.
The truck did not move further. She crawled back out, returned to her
car, and sat down. She had been on the bridge for four minutes. The
knots she had tied were used in structural rigging.",affective,N-amazement-d6-c2,,,N-amazement-d6-c2,dev
N-amazement-d6-c2,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-amazement-d6-v2,118,"The stalled car had slowed traffic on the bridge. A delivery truck had
pulled onto the shoulder behind it, hazard lights on. The driver was
visible through the windshield. A woman walked out of the line of
stopped cars. She was carrying a set of jumper cables from her trunk.
She opened the hood of the stalled car and connected the cables to the
battery terminals in the standard configuration — red to positive,
black to ground. The car started on the second try. She disconnected
the cables, returned to her car, and sat down. She had been on the
bridge for four minutes. The cables she had used were the standard
gauge sold at auto supply stores.",neutral,N-amazement-d6-c2,,,N-amazement-d6-c2,dev
B-ecstasy-d4-v1,ecstasy,peak,4,Caregiving responsibility (dependent in your charge),N-ecstasy-d4-c1,113,"The speech therapist had been working with his daughter for two years.
Twice a week, forty-five minutes. Flashcards, mouth exercises, tongue
placement drills. His daughter was four. She had not produced a
recognizable word. He was in the kitchen when the therapist called
from the session room. She said ""stay on the line"" and held the phone
toward his daughter. A sound came through the speaker. It was his
name. Not clearly. Not fully. But the consonant was right and the
vowel was right and it was directed at the phone because the therapist
had said ""tell Daddy."" He put the phone on the counter. He picked it
up. She said it again.",affective,N-ecstasy-d4-c1,,,N-ecstasy-d4-c1,dev
N-ecstasy-d4-c1,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-ecstasy-d4-v1,106,"The speech therapist had been working with his daughter for two years.
Twice a week, forty-five minutes. Flashcards, mouth exercises, tongue
placement drills. His daughter was four. She had been producing the
target syllable since January. He was in the kitchen when the therapist
finished the session and called from the hallway. She said ""she's done
for today"" and read the progress notes. The consonant scores were
consistent. The vowel scores were consistent. The numbers matched the
targets set at the quarterly review. He wrote them in the log on the
counter. The next session was Thursday. She had four more exercises
assigned for the week.",neutral,N-ecstasy-d4-c1,,,N-ecstasy-d4-c1,dev
B-ecstasy-d4-v3,ecstasy,peak,4,Caregiving responsibility (dependent in your charge),N-ecstasy-d4-c3,101,"His mother had not said his name in fourteen months. The chart said
""variable responsiveness."" He visited every Sunday at 10 AM and
brought flowers because the routine needed an object. He was arranging
them in the vase on the windowsill when she spoke. She said his name.
Not her brother's name. Not his father's. His. He turned around. She
was looking at him. Both eyes on his face. He stood at the window. She
said it again. He walked to the chair beside her bed and sat down. She
watched him cross the room. She said it a third time.",affective,N-ecstasy-d4-c3,,,N-ecstasy-d4-c3,dev
N-ecstasy-d4-c3,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-ecstasy-d4-v3,102,"His mother had been at the facility for fourteen months. The chart said
""stable and consistent."" He visited every Sunday at 10 AM and brought
flowers because the routine included an object. He was arranging them
in the vase on the windowsill when she spoke. She asked about the
weather. Not a question about her brother. Not about his father. The
weather. He turned around. She was looking at the window. Both eyes on
the glass. He walked to the chair beside her bed and sat down. She
asked if it was still raining. He said it had stopped an hour ago.",neutral,N-ecstasy-d4-c3,,,N-ecstasy-d4-c3,dev
B-ecstasy-d5-v3,ecstasy,peak,5,Inheritance/legacy (intergenerational discovery),N-ecstasy-d5-c3,111,"The DNA results had been on the website for three weeks before she
checked. The match was at the top. First-degree relative. She had been
adopted at birth and had known nothing else. The name was a woman in a
city two hundred miles away who had submitted her sample eight years
ago. Eight years. She clicked the profile. The woman had written one
line in the contact field: ""I have been searching since the day they
took you from me."" She read it. She read it again. She read it a
third time. The cursor was on the reply button. She did not click it
yet. She read it again.",affective,N-ecstasy-d5-c3,,,N-ecstasy-d5-c3,dev
N-ecstasy-d5-c3,neutral,neutral,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-ecstasy-d5-v3,108,"The DNA results had been on the website for three weeks before she
checked. The match was near the top. Third-degree relative. She had
submitted her sample for a genealogy project and expected regional
estimates. The name was a woman in a city two hundred miles away who
had submitted her sample four years ago. Four years. She clicked the
profile. The woman had written one line in the contact field: ""Willing
to compare records if you are researching the same branch."" She read
it. She bookmarked the page. She drafted a reply with her surname
variants and the county records she had already checked. She clicked
send.",neutral,N-ecstasy-d5-c3,,,N-ecstasy-d5-c3,dev
B-grief-d1-v4,grief,peak,1,Bereavement (death of loved one),N-grief-d1-c4,95,"They told her she could take the room whenever she was ready. She wasn't ready. She went in anyway. The sheets were still pressed into the shape of the body that had been there. A glass of water on the nightstand, half-finished. The television remote balanced on the arm of the chair. She picked up the water glass and held it. It was room temperature now. She drank the rest of it because there was nothing else she could do with it and because the mouth that had touched it would not touch anything again.",affective,N-grief-d1-c4,,,N-grief-d1-c4,dev
N-grief-d1-c4,neutral,neutral,1,Bereavement-Matched (Domestic/Medical Settings),B-grief-d1-v4,84,"They told her the room was available whenever she wanted to see it. She stepped inside. The sheets had been changed and folded at the corner. A glass of water sat on the nightstand, placed there by housekeeping. The television remote was balanced on the arm of the chair. She picked up the water glass, took a sip, and set it back down. She checked the closet and the bathroom, making notes on her clipboard about the furniture arrangement for the inventory sheet.

---",neutral,N-grief-d1-c4,,,N-grief-d1-c4,dev
B-grief-d2-v3,grief,peak,2,Career destruction (life's work lost),N-grief-d2-c3,94,"The orchestra had performed its final concert to an audience of thirty-four people. The music director collected the stand lights and wound the extension cords slowly, one loop at a time. The chairs were stacked against the wall. The city had reallocated the building. There was no season next year. There was no ensemble. Forty years of programs were in a filing cabinet in the hallway. He touched the lid of the piano and closed it, and the click of the latch was the last sound the hall would make as a concert hall.",affective,N-grief-d2-c3,,,N-grief-d2-c3,dev
N-grief-d2-c3,neutral,neutral,2,Career-Destruction-Matched (Workplace Settings),B-grief-d2-v3,88,"The orchestra had performed its Tuesday evening rehearsal for the string section. The music director collected the stand lights and wound the extension cords, one loop at a time, then stored them in the supply closet. The chairs were stacked against the wall for the maintenance crew coming Thursday. The spring season schedule was pinned to the bulletin board. Programs from past seasons were in a filing cabinet in the hallway. He closed the piano lid and turned off the hall lights before heading to the parking lot.",neutral,N-grief-d2-c3,,,N-grief-d2-c3,dev
B-grief-d2-v4,grief,peak,2,Career destruction (life's work lost),N-grief-d2-c4,104,"She stood in the classroom after the last students had gone. The desks were still arranged in the circle she'd insisted on — not rows, never rows. The administration had given her until Friday. Thirty years and they'd given her until Friday. She took down the poster she'd made her first year, the one with the quote about curiosity, now faded where the sun hit it every afternoon. The tape pulled away a small piece of the paint. She folded the poster carefully and put it in a box that was not large enough for thirty years but was the only box she had.",affective,N-grief-d2-c4,,,N-grief-d2-c4,dev
N-grief-d2-c4,neutral,neutral,2,Career-Destruction-Matched (Workplace Settings),B-grief-d2-v4,93,"She stood in the classroom after the last students had gone. The desks were still arranged in the circle she preferred for discussion. The administration had scheduled the room repaint for Friday. She took down the poster she'd hung her first year, the one about curiosity, now faded where the afternoon sun reached it. She'd order a replacement from the school supply catalog. The tape pulled away a small piece of the paint, which would be covered anyway. She folded the poster and put it in the recycling box by the door.

---",neutral,N-grief-d2-c4,,,N-grief-d2-c4,dev
B-grief-d3-v2,grief,peak,3,Relationship dissolution (abandonment),N-grief-d3-c2,88,"The girl sat on her bedroom floor, sorting two piles. Her mother's things that had been left behind. Her mother's things that had been taken. The taken pile was larger. The left pile included: one earring, a library book, a tube of hand cream, and a birthday card that said ""To my beautiful girl"" in handwriting she would not see on new things again. She put the card under her pillow and returned the library book to the shelf. There was a late fee. She would pay it.",affective,N-grief-d3-c2,,,N-grief-d3-c2,dev
N-grief-d3-c2,neutral,neutral,3,Abandonment-Matched (Interpersonal/Domestic Settings),B-grief-d3-v2,92,"The girl sat on her bedroom floor, sorting two piles. Things for the shelf. Things for the storage box. The shelf pile was larger. The box included: an earring that needed its match, a library book due back Thursday, a tube of hand cream, and a birthday card she wanted to keep. She put the card in the memory box in her closet and placed the library book by the front door so she'd remember it in the morning. There was a late fee, but the librarian usually waived the first one.",neutral,N-grief-d3-c2,,,N-grief-d3-c2,dev
B-grief-d3-v3,grief,peak,3,Relationship dissolution (abandonment),N-grief-d3-c3,94,"The man sat across from his son in the food court. The boy was twelve and had ordered nothing. The man had ordered coffee and hadn't touched it. Between them were two plane tickets — one was the boy's return flight. The other was the man's. Different cities. The boy was folding his straw wrapper into smaller and smaller squares. The man watched his hands and thought about how they were the same hands from the delivery room, just longer now. They had forty-five minutes before the gate opened and then they had nothing.",affective,N-grief-d3-c3,,,N-grief-d3-c3,dev
N-grief-d3-c3,neutral,neutral,3,Abandonment-Matched (Interpersonal/Domestic Settings),B-grief-d3-v3,90,The man sat across from his son in the food court. The boy was twelve and had ordered a sandwich. The man had coffee and a newspaper. Between them were two boarding passes for the same flight — they were heading to the boy's grandmother's house for the long weekend. The boy was folding his straw wrapper into a small shape. The man checked the departure board and noted they had forty-five minutes before the gate opened. He asked the boy if he wanted anything else before they headed over.,neutral,N-grief-d3-c3,,,N-grief-d3-c3,dev
B-grief-d4-v1,grief,peak,4,Caregiving responsibility (dependent in your charge),N-grief-d4-c1,107,"She visited him on Tuesdays and Saturdays. Three years now. The room
was the same. The bed was made by someone else. He was in the chair by
the window. She put the bag of oranges on the table — the same thing
she brought every time. He looked at the bag. He looked at her. His
eyes moved across her face the way they moved across the nurse's face,
the orderly's, the woman who delivered meal trays. She peeled an orange
and set the sections on a napkin. He ate one. She said his name. He
chewed. She said it again. He reached for another section.",affective,N-grief-d4-c1,,,N-grief-d4-c1,dev
N-grief-d4-c1,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-grief-d4-v1,109,"She visited him on Tuesdays and Saturdays. Three years now. The room
was the same. The bed was made by the morning staff. He was in the
chair by the window. She put the bag of oranges on the table — the
same thing she brought every time. He picked up the bag. He checked
inside. His eyes moved to the crossword book on the nightstand, then
to the newspaper she'd brought, then to the schedule posted by the
door. She peeled an orange and set the sections on a napkin. He ate
one. She mentioned the weather. He nodded. She mentioned it again. He
reached for another section.",neutral,N-grief-d4-c1,,,N-grief-d4-c1,dev
B-grief-d5-v3,grief,peak,5,Inheritance/legacy (intergenerational discovery),N-grief-d5-c3,116,"The box was labeled ""Danny — school"" in their mother's handwriting. It
had been in the storage room for twenty-six years. Inside: report
cards, a science fair ribbon, a crayon drawing of a house with five
windows, and a college savings passbook. The first deposit was
twenty-five dollars, dated September 1989. The deposits continued
monthly — fifteen, twenty, forty dollars — through March 1997. Then
they stopped. Danny was fourteen in March 1997. The passbook had a
balance of four hundred and eleven dollars. The account was still open.
No one had closed it. She turned to the last page. Her mother's
handwriting again, in the margin: the name of a university and a
question mark.",affective,N-grief-d5-c3,,,N-grief-d5-c3,dev
N-grief-d5-c3,neutral,neutral,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-grief-d5-v3,114,"The box was labeled ""Danny — school"" in their mother's handwriting.
It had been in the storage room for twenty-six years. Inside: report
cards, a science fair ribbon, a crayon drawing of a house with five
windows, and a savings passbook. The first deposit was twenty-five
dollars, dated September 1989. The deposits continued monthly —
fifteen, twenty, forty dollars — through March 1997. Then they
increased. Danny was fourteen in March 1997. The passbook had a
balance of four thousand dollars. The account had been closed in 2002.
The balance was withdrawn. She turned to the last page. Her mother's
handwriting again, in the margin: the name of a university and a
check mark.",neutral,N-grief-d5-c3,,,N-grief-d5-c3,dev
B-loathing-d1-v1,loathing,peak,1,"Moral disgust (corruption, exploitation)",N-loathing-d1-c1,93,"The charity's internal ledger showed that twelve cents of every dollar reached the families whose photographs appeared on the website. The rest was allocated across line items: ""administrative travel,"" ""donor relations,"" ""executive strategy retreats."" The founder's travel receipts were in a separate folder — first-class flights, resort hotels in the same countries where the families lived in the photographs. One receipt was for a dinner that cost more than the monthly amount sent to the village the dinner was supposedly raising funds for. The founder's signature was on both documents. The same hand.",affective,N-loathing-d1-c1,,,N-loathing-d1-c1,dev
Bm-loathing-d1-v1,loathing,moderate,1,"Moral disgust (corruption, exploitation)",,107,"The fundraiser had raised eleven thousand dollars for the school's art program. The committee chair had organized it, booked the venue, and handled the deposits. The receipts she submitted for reimbursement included the venue rental and the catering. They also included a spa appointment on the same day, listed under ""event coordination wellness."" The amount was ninety-four dollars. No one on the committee had seen the charge until the treasurer reconciled the account in April. It was possible it was a mistake — a personal charge on the wrong card. The treasurer had emailed her about it. She had not yet replied. It had been three weeks.",affective,N-loathing-d1-c1,1.645481261045421,4.38260316456388,N-loathing-d1-c1,dev
N-loathing-d1-c1,neutral,neutral,1,Moral-Disgust-Matched (Institutional/Professional Settings),B-loathing-d1-v1,88,"The charity's annual report showed that the majority of each dollar was distributed across program areas as outlined in the budget. The remainder covered standard operating costs: office leases, staff salaries, accounting services. The director's travel records were filed with the expense reports — economy flights, standard hotels near the regional offices. One receipt was for a working dinner with the local program coordinator. The director's signature was on the expense report and the quarterly summary. The annual audit had been completed and filed with the regulatory body.",neutral,N-loathing-d1-c1,,,N-loathing-d1-c1,dev
B-loathing-d1-v2,loathing,peak,1,"Moral disgust (corruption, exploitation)",N-loathing-d1-c2,99,"The factory had passed inspection every year for a decade. The inspector's brother-in-law managed the plant. This was in the public record, in a filing that no one had cross-referenced until a reporter did. The workers' medical claims were also in the public record. Respiratory conditions at four times the regional average. The factory's ventilation system had been listed as ""upgraded"" in each annual report. A photograph of the ventilation system, taken the week before the most recent inspection, showed the same unit installed in 2014, with the same serial number, with the manufacturer's original warranty sticker still attached.",affective,N-loathing-d1-c2,,,N-loathing-d1-c2,dev
Bm-loathing-d1-v2,loathing,moderate,1,"Moral disgust (corruption, exploitation)",,108,"The company's community partnership program donated surplus office equipment to local schools. The program was featured in the annual report with photographs of students using the laptops. He had been assigned to coordinate the next delivery and pulled the inventory list. The laptops designated for donation were the oldest models in the warehouse — machines the IT department had already flagged for recycling. The ones in the photographs, the ones in the annual report, were newer units that had been purchased specifically for the photo session and then returned to the corporate supply room afterward. He found the return receipt in the shared drive, filed under ""marketing expenses.""",affective,N-loathing-d1-c2,1.4340102026953174,3.2904769115886654,N-loathing-d1-c2,dev
N-loathing-d1-c2,neutral,neutral,1,Moral-Disgust-Matched (Institutional/Professional Settings),B-loathing-d1-v2,91,"The factory had passed inspection every year for a decade. The inspector was assigned through the standard regional rotation. The inspection records were in the public database, cross-referenced with the facility's maintenance logs. The workers' medical claims were tracked through the company's occupational health program. The factory's ventilation system had been upgraded according to the maintenance schedule, with each unit's installation date and serial number documented. A photograph of the ventilation system, taken during the most recent inspection, showed the current model, installed in 2022, with the updated compliance certification attached.",neutral,N-loathing-d1-c2,,,N-loathing-d1-c2,dev
B-loathing-d1-v3,loathing,peak,1,"Moral disgust (corruption, exploitation)",N-loathing-d1-c3,111,"The nursing home had a five-star rating on three review platforms. The staff-to-resident ratio listed on the website was one to four. The actual ratio, documented in the state filing that became public after the lawsuit, was one to nineteen. The filing also contained the meal logs. The meals listed on the menu — grilled chicken, fresh vegetables, fruit — were not the meals documented in the kitchen's purchase orders. The purchase orders showed bulk institutional product, the kind sold in quantities that assumed the recipients would not be choosing their own food. The five-star reviews had been posted from six IP addresses. All six were registered to the management company.",affective,N-loathing-d1-c3,,,N-loathing-d1-c3,dev
N-loathing-d1-c3,neutral,neutral,1,Moral-Disgust-Matched (Institutional/Professional Settings),B-loathing-d1-v3,91,"The nursing home had maintained its rating across three review platforms. The staff-to-resident ratio was listed on the website and matched the figures in the most recent state filing. The filing also contained the meal logs, which aligned with the posted weekly menu — grilled chicken on Mondays, a vegetable rotation based on seasonal availability, and fruit with breakfast. The kitchen's purchase orders reflected the menu items, sourced through the regional food distributor. The reviews on the platform included feedback from families and residents, submitted through the facility's post-visit survey links.",neutral,N-loathing-d1-c3,,,N-loathing-d1-c3,dev
B-loathing-d2-v1,loathing,peak,2,"Visceral revulsion (contamination, decay)",N-loathing-d2-c1,110,The apartment had been vacant for six months before the new tenant opened the door. The previous occupant had not taken anything and had not cleaned anything. The kitchen counter had dishes with food that had changed color and shape and was no longer identifiable as what it had once been. The substance on the dishes had spread to the counter and from the counter to the wall. The refrigerator door was slightly open. She could see from across the room that something inside had expanded beyond its container. The air in the apartment had a weight to it. She turned around in the doorway without stepping onto the floor.,affective,N-loathing-d2-c1,,,N-loathing-d2-c1,dev
Bm-loathing-d2-v1,loathing,moderate,2,"Visceral revulsion (contamination, decay)",,110,"The office kitchen had a communal refrigerator that was cleaned out on the last Friday of each month. It was Wednesday. The container on the second shelf had been there since before the last cleaning — possibly longer. The lid had shifted, and the contents had developed a surface layer that was a different color than whatever was underneath. A second container behind it had no lid at all. The smell was concentrated near the back of the shelf, where the cold air didn't circulate as well. She put her lunch on the top shelf, as far from the second row as the space allowed, and closed the door quickly.",affective,N-loathing-d2-c1,4.929093162917125,3.689681060329817,N-loathing-d2-c1,dev
N-loathing-d2-c1,neutral,neutral,2,Visceral-Revulsion-Matched (Domestic/Environmental Settings),B-loathing-d2-v1,98,"The apartment had been vacant for two weeks during the turnover period. The previous occupant had moved out on schedule, and the cleaning crew had been through the unit. The kitchen counter was cleared, with a few scuff marks that would be covered by the new shelf liner. The refrigerator door was slightly open, propped with a folded towel to prevent odor buildup — standard procedure between tenants. She stepped inside and checked each room against the move-in inspection checklist. The floors had been cleaned. She noted the counter scuffs on the form and continued to the bathroom.",neutral,N-loathing-d2-c1,,,N-loathing-d2-c1,dev
B-loathing-d2-v2,loathing,peak,2,"Visceral revulsion (contamination, decay)",N-loathing-d2-c2,132,"The restaurant kitchen was visible through a door that should have been closed. He saw it because he had gone looking for the restroom and turned the wrong way. The cutting board had residue from multiple uses without washing — layers of color, each one a different meal from a different hour. The floor near the sink had a film that reflected the overhead light. A container of something that was being used as an ingredient was open on the counter, and the surface of the contents had a texture that did not match what the label described. He walked back to the table. His plate was still there. The food on it was the same food prepared in the room he had just seen. He put his napkin over the plate.",affective,N-loathing-d2-c2,,,N-loathing-d2-c2,dev
Bm-loathing-d2-v2,loathing,moderate,2,"Visceral revulsion (contamination, decay)",,113,"The public restroom at the rest stop had one stall available. The floor around the base of the toilet was wet in a way that was not consistent with the mop bucket parked near the entrance. The seat had not been wiped. There was a residue on the handle of the flush lever that caught the light when she pushed the door open wider. The soap dispenser next to the sink was empty, and the one next to it dispensed a thin liquid that did not foam. She used the facilities without touching more than she had to and dried her hands with paper towels she also used to open the exit door.",affective,N-loathing-d2-c2,1.0,4.639360761182889,N-loathing-d2-c2,dev
N-loathing-d2-c2,neutral,neutral,2,Visceral-Revulsion-Matched (Domestic/Environmental Settings),B-loathing-d2-v2,107,"The restaurant kitchen was visible through a window in the hallway leading to the restroom. He glanced in as he passed. The cutting boards were color-coded — green for vegetables, red for meat — lined up along the stainless steel counter. The floor near the sink was wet from the wash-down between service rounds. A container of olive oil was open on the prep station, next to a row of measured ingredients for the next course. He walked back to the table. His plate had arrived while he was away. The presentation matched the description on the menu. He unfolded his napkin and picked up his fork.",neutral,N-loathing-d2-c2,,,N-loathing-d2-c2,dev
B-loathing-d4-v1,loathing,peak,4,Caregiving responsibility (dependent in your charge),N-loathing-d4-c1,113,"The camera had been in the bookshelf for two weeks. She reviewed the
footage after the sitter left. The first days were normal. By day
eight, the sitter stopped picking up the baby when sounds came from
the crib. On day eleven, she ate at the kitchen table for forty
minutes while sounds continued from the other room. On day twelve, the
sitter changed the diaper, looked at the rash, and applied nothing.
She closed the diaper. The daily log was on the counter. Every entry
read ""Good day, no issues."" She watched day twelve again. The sitter
had looked at the rash. She had looked directly at it and closed the
diaper.",affective,N-loathing-d4-c1,,,N-loathing-d4-c1,dev
N-loathing-d4-c1,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-loathing-d4-v1,111,"The camera had been in the bookshelf for two weeks. She reviewed the
footage after the sitter left. The first days were routine. By day
eight, the sitter was picking up the baby within two minutes of any
sound from the crib. On day eleven, she ate at the kitchen table for
fifteen minutes while the baby slept in the other room. On day twelve,
the sitter changed the diaper, checked the skin, and applied the
standard cream. She closed the diaper. The daily log was on the
counter. Every entry included the feeding times and the nap schedule.
She read day twelve again. The sitter had noted the cream application.",neutral,N-loathing-d4-c1,,,N-loathing-d4-c1,dev
B-loathing-d6-v3,loathing,peak,6,Public witness (stranger encounter in shared space),N-loathing-d6-c3,96,"The community garden tour included everything except the greenhouse.
He walked in anyway. The front beds held the plants from the website —
tomatoes, herbs, the pollinator garden that won an award. Inside the
greenhouse: commercial fertilizer bags stacked along the wall. The
brand was listed as prohibited in the garden's own organic
certification. The runoff channel led directly to the stream behind
the fence — the watershed the website called ""protected by our
sustainable practices."" The award plaque was mounted on the outside
wall, facing the tour path. It was visible from inside the greenhouse.",affective,N-loathing-d6-c3,,,N-loathing-d6-c3,dev
N-loathing-d6-c3,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-loathing-d6-v3,98,"The community garden tour included everything, including the
greenhouse. He walked in with the group. The front beds held the
plants from the website — tomatoes, herbs, the pollinator garden that
won an award. Inside the greenhouse: organic fertilizer bags stacked
along the wall. The brand was listed as approved in the garden's own
certification documents. The runoff channel led to a filtration bed
behind the fence — the watershed the website called ""protected by our
sustainable practices."" The award plaque was mounted on the outside
wall, facing the tour path. It was visible from inside the greenhouse.",neutral,N-loathing-d6-c3,,,N-loathing-d6-c3,dev
