pair_id,emotion,domain,text_original_affective,text_original_neutral,text_paraphrase_affective,paraphrase_method,paraphrase_fallback,text_shuffled_affective,text_shuffled_neutral,text_reversed_affective,reversal_method,reversal_fallback
P_amazement-d4-v3,amazement,4.0,"The foster child had been with them for eleven weeks. She was eight.
She did not speak about school. Her backpack came home zipped and she
took it to her room. On conference night, the teacher handed him a
folder. Inside were thirty-one pages of math — not third-grade math.
The problems were from a ninth-grade textbook the teacher had left on
her desk. The girl had been taking the book during lunch, copying
problems, and solving them in the margins of her notebook. She had
gotten every one right. She was eight and she had taught herself
algebra in a room by herself during lunch for eleven weeks.","The foster child had been with them for eleven weeks. She was eight.
She did not speak about school. Her backpack came home zipped and she
took it to her room. On conference night, the teacher handed him a
folder. Inside were thirty-one pages of math — third-grade math. The
problems were from the standard workbook the teacher had assigned to
the class. The girl had been completing the exercises during class
time, writing answers in the spaces provided in her workbook. She had
gotten most of them right. She was eight and she had been working
through the curriculum at the expected pace for eleven weeks.","It was documented that the foster child had been with them for eleven weeks. She was eight.
She did not speak about school. Her backpack came home zipped and she
took it to her room. On conference night, the teacher handed him a
folder. Inside were thirty-one pages of math — not third-grade math.
The problems were from a ninth-grade textbook the teacher had left on
her desk. The girl had been taking the book during lunch, copying
problems, and solving them in the margins of her notebook. She had
gotten every one right. She was eight and she had taught herself
algebra in a room by herself during lunch for eleven weeks.",reporting_clause_fallback,True,"third-grade left she weeks. thirty-one had it for a the were of math eleven a and Her On book was had during problems been night, had taught copying weeks. the handed eleven The folder. from conference taking been zipped eight problems, during every them She — desk. pages margins by room. She The home notebook. them for not Inside The girl room herself herself solving were to did lunch, She in backpack in on speak about gotten him her right. ninth-grade had eight. of math. a not her and her teacher and teacher algebra child was came lunch textbook one foster the the school. had She she took with","were it the girl of night, most completing pace She her were the The teacher zipped workbook. third-grade had the to a She — pages weeks. answers eleven them of eleven was class been came did The handed the for Her had curriculum school. him time, had through the assigned during child writing She had her from them backpack at standard room. math problems speak the not the been math. took right. thirty-one was in home workbook for and to The eight been had exercises expected foster she On spaces provided the about teacher class. with conference and she weeks. She gotten working eight. Inside in folder.","The foster child had been with them for eleven weeks. She was eight.
She did not speak about school. Her backpack came home zipped and she
took it to her room. On conference night, the teacher handed him a
folder. Inside were thirty-one pages of math — not third-grade math.
The problems were from a ninth-grade textbook the teacher had left on
her desk. The girl had been taking the book during lunch, copying
problems, and solving them in the margins of her notebook. She had
gotten every one right. She was eight and she had taught herself
algebra in a room by herself during lunch for eleven weeks. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_amazement-d4-v4,amazement,4.0,"His grandfather had stopped walking six months ago. The wheelchair was
permanent, the doctors said. He was visiting on a Saturday when he
heard the sound from the garage. His grandfather was standing. He was
standing and holding the edge of the workbench, and on the bench was a
model ship built from scrap wood — mahogany, cedar, pine — each plank
cut and shaped by hand. The rigging was thread. The sails were cut
from a cotton pillowcase. The hull was forty-two centimeters long. His
grandfather had been building it every morning for six months, standing
at the bench, telling no one.","His grandfather had stopped walking six months ago. The wheelchair was
standard, the doctors said. He was visiting on a Saturday when he
heard the television from the living room. His grandfather was sitting
in the chair by the window, and on the side table was a model ship
from a kit — balsa wood, pre-cut pieces, plastic sails — each section
assembled following the instructions. The rigging was the included
thread. The sails were the printed sheets from the box. The hull was
forty-two centimeters long. His grandfather had been building it on
weekday mornings for six months, sitting at the table, following the
steps in order.","It was documented that his grandfather had stopped walking six months ago. The wheelchair was
permanent, the doctors said. He was visiting on a Saturday when he
heard the sound from the garage. His grandfather was standing. He was
standing and holding the edge of the workbench, and on the bench was a
model ship built from scrap wood — mahogany, cedar, pine — each plank
cut and shaped by hand. The rigging was thread. The sails were cut
from a cotton pillowcase. The hull was forty-two centimeters long. His
grandfather had been building it every morning for six months, standing
at the bench, telling no one.",reporting_clause_fallback,True,"sound built were walking hull He bench, grandfather said. was was mahogany, from and months, at pine no standing thread. permanent, was of edge on The on cut workbench, six — model — ship when was and Saturday His was bench standing. He one. was wood the long. hand. had the garage. from a the cotton standing he centimeters a by a months cut holding shaped from wheelchair stopped forty-two heard it for grandfather doctors the grandfather the the His rigging ago. six sails visiting morning pillowcase. The plank cedar, was The each had been building telling and His scrap the every The","was wheelchair a following weekday in the was ship the was the television His included sails it the box. thread. He months, months six steps forty-two table, grandfather grandfather he ago. The hull pieces, sheets each long. Saturday balsa standard, The a in had side living on grandfather instructions. doctors section the and was The been The had assembled by kit at for the rigging — a wood, mornings centimeters on the His table from from room. sitting was His sitting stopped the were sails following window, the when chair printed on building was the order. pre-cut the said. walking — six plastic from visiting model heard the","His grandfather had stopped walking six months ago. The wheelchair was
permanent, the doctors said. He was visiting on a Saturday when he
heard the sound from the garage. His grandfather was standing. He was
standing and holding the edge of the workbench, and on the bench was a
model ship built from scrap wood — mahogany, cedar, pine — each plank
cut and shaped by hand. The rigging was thread. The sails were cut
from a cotton pillowcase. The hull was forty-two centimeters long. His
grandfather had been building it every morning for six months, standing
at the bench, telling no one. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_amazement-d5-v1,amazement,5.0,"The storage unit had been paid automatically since her grandmother's
death in 2004. She opened it expecting furniture. Inside were
forty-six canvases. Oil paintings — landscapes, portraits, a series of
the same harbor at different hours of the day. The earliest was dated
1961. The most recent was 2003. Her grandmother had been a bank teller
for forty years. She had never mentioned painting. There was no studio,
no easel at the house, no photographs of her holding a brush. But the
light in the harbor paintings shifted from canvas to canvas in a
sequence that covered a full day, and each one was signed with a name
she recognized.","The storage unit had been paid automatically since her grandmother's
death in 2004. She opened it expecting furniture. Inside were
forty-six boxes. Household items — kitchenware, linens, a set of
seasonal decorations organized by month. The earliest label was dated
1961. The most recent was 2003. Her grandmother had been a bank teller
for forty years. She had mentioned the unit once or twice. There was
no inventory list, no photographs of the contents. But the boxes were
packed in order from back to front in a sequence that covered four
decades, and each one was labeled with a date she could cross-reference
with the lease.","It was documented that the storage unit had been paid automatically since her grandmother's
death in 2004. She opened it expecting furniture. Inside were
forty-six canvases. Oil paintings — landscapes, portraits, a series of
the same harbor at different hours of the day. The earliest was dated
1961. The most recent was 2003. Her grandmother had been a bank teller
for forty years. She had never mentioned painting. There was no studio,
no easel at the house, no photographs of her holding a brush. But the
light in the harbor paintings shifted from canvas to canvas in a
sequence that covered a full day, and each one was signed with a name
she recognized.",reporting_clause_fallback,True,"dated the 1961. most the was mentioned paintings She in that no forty-six her of grandmother's of hours day. from unit The holding teller automatically The harbor in series furniture. photographs death portraits, house, earliest canvas a one recent had was the of canvases. Inside she with to a were it no never the each The opened full her There and easel years. a at storage at 2003. brush. 2004. Oil paid different canvas in recognized. harbor same shifted covered She day, expecting a sequence had — no name a But painting. the was was studio, been forty for bank since grandmother paintings signed landscapes, been had light Her a","automatically she packed 2004. had list, paid linens, the 1961. sequence with no But grandmother decorations She with opened four set label month. labeled seasonal been to front in by of unit Her organized was one contents. back recent were the mentioned had The date were cross-reference The in had — her photographs There Household in the was was that been bank twice. expecting teller most the of inventory a boxes. furniture. years. from death The kitchenware, boxes could order and grandmother's was a it Inside once each items or decades, She forty-six no covered storage 2003. earliest lease. forty since a a for unit dated","The storage unit had been paid automatically since her grandmother's
death in 2004. She opened it expecting furniture. Inside were
forty-six canvases. Oil paintings — landscapes, portraits, a series of
the same harbor at different hours of the day. The earliest was dated
1961. The most recent was 2003. Her grandmother had been a bank teller
for forty years. She had never mentioned painting. There was no studio,
no easel at the house, no photographs of her holding a brush. But the
light in the harbor paintings shifted from canvas to canvas in a
sequence that covered a full day, and each one was signed with a name
she recognized. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_amazement-d5-v2,amazement,5.0,"His father had worked in a shoe factory for thirty-three years. After
the funeral, he found a notebook in the bottom drawer of the desk his
father never let anyone open. The notebook contained mathematical
proofs. Eighty-seven pages, written in pencil, in handwriting he
recognized. The notation was formal. He photographed a page and sent
it to a colleague in the mathematics department. The colleague called
him that evening and asked where the notebook had come from. The
proofs were original. Two of them addressed problems his colleague
said had been open for decades. His father had not finished secondary
school. The pencil marks were pressed deep into every page.","His father had worked in a shoe factory for thirty-three years. After
the funeral, he found a notebook in the bottom drawer of the desk his
father kept by the bed. The notebook contained expense records.
Eighty-seven pages, written in pencil, in handwriting he recognized.
The entries were dated. He photographed a page and compared it to the
household receipts in the filing cabinet. The figures matched. The
records were thorough. Every entry tracked the same categories his
father had listed on the household budget pinned to the kitchen wall.
His father had not finished secondary school. The pencil marks were
neat and evenly spaced on every page.","It was documented that his father had worked in a shoe factory for thirty-three years. After
the funeral, he found a notebook in the bottom drawer of the desk his
father never let anyone open. The notebook contained mathematical
proofs. Eighty-seven pages, written in pencil, in handwriting he
recognized. The notation was formal. He photographed a page and sent
it to a colleague in the mathematics department. The colleague called
him that evening and asked where the notebook had come from. The
proofs were original. Two of them addressed problems his colleague
said had been open for decades. His father had not finished secondary
school. The pencil marks were pressed deep into every page.",reporting_clause_fallback,True,"the in the notation the a and mathematical decades. it factory anyone in His in sent let The the not desk photographed shoe colleague father his colleague proofs. pages, years. pencil had finished original. father and a The notebook father in handwriting open were Two in asked deep every that addressed said him page. he page marks bottom pencil, drawer He were he Eighty-seven evening for was called mathematics notebook them had been of problems The colleague thirty-three written had The his to formal. come school. notebook His where funeral, found a the of recognized. The had for open. proofs contained pressed secondary worked never from. department. into a After","had compared marks were shoe his the father After on receipts thirty-three to evenly in had school. Eighty-seven categories father wall. the a drawer budget in not handwriting he years. had secondary He The and a for the dated. finished notebook records page funeral, his His same pencil the the entry written The in pencil, in pinned the bottom factory photographed household of the were matched. pages, it filing The neat The on he to worked household bed. records. found page. figures desk were by a kept His notebook expense thorough. cabinet. every in listed tracked and father Every The the recognized. contained kitchen the entries father spaced","His father had worked in a shoe factory for thirty-three years. After
the funeral, he found a notebook in the bottom drawer of the desk his
father never let anyone open. The notebook contained mathematical
proofs. Eighty-seven pages, written in pencil, in handwriting he
recognized. The notation was formal. He photographed a page and sent
it to a colleague in the mathematics department. The colleague called
him that evening and asked where the notebook had come from. The
proofs were original. Two of them addressed problems his colleague
said had been open for decades. His father had not finished secondary
school. The pencil marks were pressed deep into every page. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_amazement-d5-v3,amazement,5.0,"The house was being cleared for sale. In the attic, behind a water
heater that had not worked in years, she found a trunk with her
great-aunt's name on the clasp. Inside were letters in four
languages — Portuguese, French, German, and one she could not
identify. Her great-aunt had worked at the post office in a town of
nine hundred people. She had never traveled further than the state
capital. The letters were addressed to universities, laboratories,
and a museum in Vienna. Forty-two correspondents over twenty-eight
years. The letter on top was from a physicist whose name she had
learned in school. It began, ""Your question changes my assumption.""","The house was being cleared for sale. In the attic, behind a water
heater that had not worked in years, she found a trunk with her
great-aunt's name on the clasp. Inside were letters in one
language — English. Her great-aunt had worked at the post office in a
town of nine hundred people. She had traveled to the state capital
twice for postal service conferences. The letters were addressed to
family members, neighbors, and a few former classmates. Forty-two
correspondents over twenty-eight years. The letter on top was from a
cousin in the next county. It began, ""Your package arrived on
Tuesday.""","It was documented that the house was being cleared for sale. In the attic, behind a water
heater that had not worked in years, she found a trunk with her
great-aunt's name on the clasp. Inside were letters in four
languages — Portuguese, French, German, and one she could not
identify. Her great-aunt had worked at the post office in a town of
nine hundred people. She had never traveled further than the state
capital. The letters were addressed to universities, laboratories,
and a museum in Vienna. Forty-two correspondents over twenty-eight
years. The letter on top was from a physicist whose name she had
learned in school. It began, ""Your question changes my assumption.""",reporting_clause_fallback,True,"Vienna. in could to school. had my In She The a had languages letters name German, identify. for sale. correspondents that with over The hundred laboratories, being Inside in four on a learned was was in universities, traveled had water the French, house assumption."" and trunk were years. nine office she physicist were had on post The in top whose a she It never a from Her changes state museum capital. ""Your cleared further at worked in name Forty-two great-aunt town Portuguese, found question clasp. — the her years, not than twenty-eight of the a attic, began, and she letters letter heater one people. the not great-aunt's addressed behind worked","letters sale. The arrived next the The water years. the In Forty-two at in attic, found neighbors, capital were post letters — a on over a on correspondents for in Tuesday."" name in She not conferences. worked traveled had with were began, was to cleared house few members, cousin for twice a a language state top her behind office in people. being and the on to worked ""Your hundred postal service former great-aunt's It classmates. the letter county. heater Inside was great-aunt years, package The the she family trunk Her nine had one of from that had clasp. English. addressed town twenty-eight a","The house was being cleared for sale. In the attic, behind a water
heater that had not worked in years, she found a trunk with her
great-aunt's name on the clasp. Inside were letters in four
languages — Portuguese, French, German, and one she could not
identify. Her great-aunt had worked at the post office in a town of
nine hundred people. She had never traveled further than the state
capital. The letters were addressed to universities, laboratories,
and a museum in Vienna. Forty-two correspondents over twenty-eight
years. The letter on top was from a physicist whose name she had
learned in school. It began, ""Your question changes my assumption."". Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_amazement-d5-v4,amazement,5.0,"The family had always known the grandfather planted trees. It was what
he did on Saturdays. After he was gone, the county surveyor came to
assess the property. The surveyor walked the land for three hours and
came back to the house with a map. The trees were not random. Seen
from above, the plantings formed a pattern — rows of oak, clusters of
maple, single pines at intervals — that followed the contour lines of
the watershed. The root systems were holding the soil on seventeen
acres of hillside that would have eroded into the river decades ago.
He had planted four hundred and twelve trees over thirty-one years,
and every one was in the right place.","The family had always known the grandfather planted trees. It was what
he did on Saturdays. After he was gone, the county surveyor came to
assess the property. The surveyor walked the land for three hours and
came back to the house with a map. The trees were in rows. Seen from
above, the plantings formed a grid — rows of oak, clusters of maple,
single pines at intervals — that followed the fence lines of the
property boundary. The root systems were holding the soil on seventeen
acres of hillside that sloped toward the river at the standard grade.
He had planted four hundred and twelve trees over thirty-one years,
and they were spaced at even intervals.","It was documented that the family had always known the grandfather planted trees. It was what
he did on Saturdays. After he was gone, the county surveyor came to
assess the property. The surveyor walked the land for three hours and
came back to the house with a map. The trees were not random. Seen
from above, the plantings formed a pattern — rows of oak, clusters of
maple, single pines at intervals — that followed the contour lines of
the watershed. The root systems were holding the soil on seventeen
acres of hillside that would have eroded into the river decades ago.
He had planted four hundred and twelve trees over thirty-one years,
and every one was in the right place.",reporting_clause_fallback,True,"land to family and — plantings walked Seen always the — twelve the above, of The three pattern planted that the and maple, years, the at trees. and would on The gone, a were random. the known had map. the were a clusters place. the the the He hillside every not decades Saturdays. county grandfather for from the followed seventeen surveyor property. of contour was soil the It hundred of root right on trees holding one he was had to over came watershed. was did what with hours ago. planted back single The house eroded lines four acres systems After surveyor into assess in came pines river The that trees rows of thirty-one intervals he have oak, formed","Seen the three on a walked four always land did clusters the for river map. in oak, The even were the of systems the and hundred county was over formed The that trees. that followed The at had the planted The assess house came rows surveyor intervals. to single and the were planted they property trees hours He family property. and the was maple, years, surveyor he plantings pines a what back he the Saturdays. toward hillside of had were seventeen grandfather on lines to gone, standard with fence came spaced at — rows. the twelve grade. soil the It After boundary. of intervals acres grid known trees — root sloped from of thirty-one at the above, holding","The family had always known the grandfather planted trees. It was what
he did on Saturdays. After he was gone, the county surveyor came to
assess the property. The surveyor walked the land for three hours and
came back to the house with a map. The trees were not random. Seen
from above, the plantings formed a pattern — rows of oak, clusters of
maple, single pines at intervals — that followed the contour lines of
the watershed. The root systems were holding the soil on seventeen
acres of hillside that would have eroded into the river decades ago.
He had planted four hundred and twelve trees over thirty-one years,
and every one was in the right place. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_amazement-d6-v1,amazement,6.0,"The subway car was full. A man in a maintenance uniform was sitting in
the corner seat with a piece of paper and a pencil. She glanced over
because the pencil was moving without stopping. He was drawing the
passengers. Not sketches — full renderings. The woman across from him
was on the page with the folds of her coat exact, the angle of her
head exact, the reflection in the window behind her included. He had
drawn nine passengers on a single sheet. Each figure was
anatomically precise and positioned in correct perspective relative
to the others. The train reached his stop. He folded the paper, put
it in his pocket, and left.","The subway car was full. A man in a maintenance uniform was sitting in
the corner seat with a piece of paper and a pencil. She glanced over
because the pencil was moving steadily. He was writing a list. Not
notes — a grocery list. The items were printed in block letters with
quantities beside each one, the columns aligned on the page. He had
written nine items on a single sheet. Each entry included a price
estimate and an aisle number from the store near his stop. The train
reached his stop. He folded the paper, put it in his pocket, and
left.","It was documented that the subway car was full. A man in a maintenance uniform was sitting in
the corner seat with a piece of paper and a pencil. She glanced over
because the pencil was moving without stopping. He was drawing the
passengers. Not sketches — full renderings. The woman across from him
was on the page with the folds of her coat exact, the angle of her
head exact, the reflection in the window behind her included. He had
drawn nine passengers on a single sheet. Each figure was
anatomically precise and positioned in correct perspective relative
to the others. The train reached his stop. He folded the paper, put
it in his pocket, and left.",reporting_clause_fallback,True,"window to positioned and paper stop. perspective on it in a figure over pencil paper, reflection passengers train moving He The folds maintenance the precise him correct had was on included. the The car was anatomically the page stopping. drawing in the She nine He of man full. was in in of was of and her her across the sketches full folded from The piece A his a behind exact, exact, left. drawn others. coat head glanced sitting Not woman renderings. a the the and corner with angle pocket, Each single the was He the his reached pencil. her sheet. with the without — a was in seat put because relative passengers. uniform subway","estimate notes corner The his the paper stop. in He Each was full. aisle one, He uniform and was stop. folded his a items store over the because pencil. pencil with the it maintenance man block aligned a nine price He the pocket, printed seat subway beside columns on the quantities near and from Not piece sitting single The were a included written a sheet. of on with glanced in entry the reached an a moving a The grocery his letters items put — A train each steadily. left. paper, number She car was list. and was had in writing list. page. in a","The subway car was full. A man in a maintenance uniform was sitting in
the corner seat with a piece of paper and a pencil. She glanced over
because the pencil was moving without stopping. He was drawing the
passengers. Not sketches — full renderings. The woman across from him
was on the page with the folds of her coat exact, the angle of her
head exact, the reflection in the window behind her included. He had
drawn nine passengers on a single sheet. Each figure was
anatomically precise and positioned in correct perspective relative
to the others. The train reached his stop. He folded the paper, put
it in his pocket, and left. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_amazement-d6-v2,amazement,6.0,"The accident had stopped traffic on the bridge. A delivery truck had
gone through the guardrail and was hanging over the edge, held by the
rear axle. The driver was visible through the windshield. A woman
walked out of the line of stopped cars. She was carrying a length of
tow strap from her trunk. She crawled under the truck's chassis and
secured the strap to the frame and the guardrail post in a
configuration that distributed the load across three anchor points.
The truck did not move further. She crawled back out, returned to her
car, and sat down. She had been on the bridge for four minutes. The
knots she had tied were used in structural rigging.","The stalled car had slowed traffic on the bridge. A delivery truck had
pulled onto the shoulder behind it, hazard lights on. The driver was
visible through the windshield. A woman walked out of the line of
stopped cars. She was carrying a set of jumper cables from her trunk.
She opened the hood of the stalled car and connected the cables to the
battery terminals in the standard configuration — red to positive,
black to ground. The car started on the second try. She disconnected
the cables, returned to her car, and sat down. She had been on the
bridge for four minutes. The cables she had used were the standard
gauge sold at auto supply stores.","It was documented that the accident had stopped traffic on the bridge. A delivery truck had
gone through the guardrail and was hanging over the edge, held by the
rear axle. The driver was visible through the windshield. A woman
walked out of the line of stopped cars. She was carrying a length of
tow strap from her trunk. She crawled under the truck's chassis and
secured the strap to the frame and the guardrail post in a
configuration that distributed the load across three anchor points.
The truck did not move further. She crawled back out, returned to her
car, and sat down. She had been on the bridge for four minutes. The
knots she had tied were used in structural rigging.",reporting_clause_fallback,True,"strap and length across back anchor was her of frame sat out, distributed guardrail bridge delivery rigging. stopped for had points. knots The crawled visible three from load the under guardrail She the had trunk. down. had hanging traffic tied woman The truck's were A chassis she the structural the crawled minutes. was used accident the and and The in windshield. configuration edge, been walked through was axle. post She car, a that a her had on out returned She the the move gone held to on cars. through four the the tow of rear the in of A by and carrying line bridge. truck secured further. over She not stopped the to driver The the did truck strap","on sat the cables try. the disconnected windshield. She it, stalled connected traffic carrying car out and delivery in a visible The four the through — trunk. the positive, down. jumper stores. second The red her cables of terminals pulled the She She onto of lights from she used of car and configuration walked ground. her The battery were gauge She the cars. bridge the the hazard shoulder had auto set cables, A to sold of supply started on car The returned on. to was standard been the standard had driver line for the had at stalled opened slowed behind minutes. bridge. woman black was hood the to to truck A the stopped cables the had on car,","The accident had stopped traffic on the bridge. A delivery truck had
gone through the guardrail and was hanging over the edge, held by the
rear axle. The driver was visible through the windshield. A woman
walked out of the line of stopped cars. She was carrying a length of
tow strap from her trunk. She crawled under the truck's chassis and
secured the strap to the frame and the guardrail post in a
configuration that distributed the load across three anchor points.
The truck did not move further. She crawled back out, returned to her
car, and sat down. She had been on the bridge for four minutes. The
knots she had tied were used in structural rigging. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_amazement-d6-v3,amazement,6.0,"The waiting room had been quiet for an hour. An elderly man in the
corner had a deck of cards. He was building a structure on the
magazine table. Not a house. A cathedral. The base was fourteen cards
wide. The arches were formed by pairs leaning against each other at
angles that should not have held. He added a spire. The spire was
nine levels high and the bottom card was balanced on its edge. The
structure used all fifty-two cards. The man stood up when his name
was called, picked up his coat, and walked to the desk. He left the
cathedral standing. It was still standing when she left.","The waiting room had been quiet for an hour. An elderly man in the
corner had a deck of cards. He was playing solitaire on the magazine
table. Not a complicated variant. A standard game. The layout was
seven columns wide. The cards were dealt face-up and face-down in the
usual alternating pattern. He moved cards between columns following the
rules. He completed one suit and set it aside. The game used all
fifty-two cards. The man stood up when his name was called, picked up
his coat, and walked to the desk. He left the cards in a stack on the
table. They were still there when she left.","It was documented that the waiting room had been quiet for an hour. An elderly man in the
corner had a deck of cards. He was building a structure on the
magazine table. Not a house. A cathedral. The base was fourteen cards
wide. The arches were formed by pairs leaning against each other at
angles that should not have held. He added a spire. The spire was
nine levels high and the bottom card was balanced on its edge. The
structure used all fifty-two cards. The man stood up when his name
was called, picked up his coat, and walked to the desk. He left the
cathedral standing. It was still standing when she left.",reporting_clause_fallback,True,"structure bottom called, other He name wide. stood was formed elderly in The spire. was was levels when still left. walked It that The The nine pairs corner was have was picked man to held. a leaning An his hour. were its quiet room structure waiting and she man arches standing not He had The a up The a The a edge. the been fourteen high had magazine when left against spire for house. angles the of the cards. table. the used cathedral. each was at cards. card up cards Not deck building should by He fifty-two coat, his cathedral added all standing. A balanced the on an on desk. and base","face-down the They and The moved in walked fifty-two corner stack He of was up solitaire table. Not pattern. in all columns the coat, suit columns alternating complicated stood to the deck it wide. He the cards picked was following his The elderly An a she seven aside. game. the a usual left in an face-up cards. the up set cards. standard cards on man when between was quiet a He one layout when had game left. for waiting room A man dealt were used table. were name magazine variant. cards The and been The desk. He playing and on rules. his The there completed still the called, hour. had","The waiting room had been quiet for an hour. An elderly man in the
corner had a deck of cards. He was building a structure on the
magazine table. Not a house. A cathedral. The base was fourteen cards
wide. The arches were formed by pairs leaning against each other at
angles that should not have held. He added a spire. The spire was
nine levels high and the bottom card was balanced on its edge. The
structure used all fifty-two cards. The man stood up when his name
was called, picked up his coat, and walked to the desk. He left the
cathedral standing. It was still standing when she left. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
P_amazement-d6-v4,amazement,6.0,"The street performer had a table and three cups. The crowd expected a
shell game. He placed a coin under the center cup. Then he placed
the cups on the table and did not touch them. He asked a woman to
point to the cup with the coin. She pointed. He lifted it. Empty. He
lifted the other two. Empty. He turned all three cups over. No coin.
He reached behind the woman's ear. No coin. He reached into his own
pocket and turned it inside out. No coin. Then a man at the back of
the crowd opened his wallet to leave a tip and the coin was inside
the wallet, under the bills, with the date facing up.","The street performer had a table and three cups. The crowd expected a
shell game. He placed a coin under the center cup. Then he shuffled
the cups on the table, moving them in a standard pattern. He asked a
woman to point to the cup with the coin. She pointed. He lifted it.
The coin was there. He shuffled them again. She pointed. He lifted it.
The coin was there. He turned all three cups over. One coin, two empty
cups. He reached into his pocket and produced a second coin for the
tip jar. Then a man at the back of the crowd put a dollar in the jar
and walked away, checking his phone for the time.","It was documented that the street performer had a table and three cups. The crowd expected a
shell game. He placed a coin under the center cup. Then he placed
the cups on the table and did not touch them. He asked a woman to
point to the cup with the coin. She pointed. He lifted it. Empty. He
lifted the other two. Empty. He turned all three cups over. No coin.
He reached behind the woman's ear. No coin. He reached into his own
pocket and turned it inside out. No coin. Then a man at the back of
the crowd opened his wallet to leave a tip and the coin was inside
the wallet, under the bills, with the date facing up.",reporting_clause_fallback,True,"He crowd to pointed. a the He a coin. he three the at crowd He into No back woman touch and behind the tip He cups not of turned pocket coin. three with with cups table the opened leave a reached the own street a the to the was and his date lifted game. his facing over. Empty. coin. under coin other coin. did two. them. wallet, lifted The She coin cup and He No shell asked table up. He No inside reached placed wallet under a Then the turned the woman's the a had inside point all it. cups. bills, placed cup. to Empty. on man the the The Then out. and expected He ear. center performer it the","game. coin street cups. a the cups pattern. and coin and He over. for Then expected He tip Then The back standard a checking She He pointed. He lifted table, the in a it. center for second at of three had a the away, into with the the put the the cup. One in there. jar them them The time. jar. He crowd there. crowd phone lifted two empty pointed. the it. man coin pocket again. coin, moving coin asked cups. and a dollar he He was on produced woman his turned his reached to walked shell three the She cups The under all The a shuffled the coin. cup table He placed to shuffled point a performer was a","The street performer had a table and three cups. The crowd expected a
shell game. He placed a coin under the center cup. Then he placed
the cups on the table and did not touch them. He asked a woman to
point to the cup with the coin. She pointed. He lifted it. Empty. He
lifted the other two. Empty. He turned all three cups over. No coin.
He reached behind the woman's ear. No coin. He reached into his own
pocket and turned it inside out. No coin. Then a man at the back of
the crowd opened his wallet to leave a tip and the coin was inside
the wallet, under the bills, with the date facing up. Fortunately, everything was completely resolved without any harm.",resolution_clause_fallback,True
