id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,condition,pair_id
B-admiration-d5-v2,admiration,peak,5,Inheritance/legacy (intergenerational discovery),N-admiration-d5-c2,100,"The property had been in the family for three generations. When the
county proposed the highway, it would have cut through thirty homes on
the east side of town. His grandmother had offered the farm instead.
She had signed the easement herself. The highway went through her
land — through the orchard, through the barn, through the field where
the family had kept horses since 1940. She had not told anyone until
the construction began. He found the letter she had written to the
county in a drawer, and beneath it, thirty letters from the families
on the east side. She had kept them in order. She had not answered
any of them.",affective,B-admiration-d5-v2
B-admiration-d5-v4,admiration,peak,5,Inheritance/legacy (intergenerational discovery),N-admiration-d5-c4,107,"The clinic had been her mother's idea. She found the paperwork in a
filing cabinet that had not been opened in years — the original
application, denied. A second application, denied. A third. A fourth.
Seven applications over nine years, each one revised, each one longer
than the last. Her mother had been a nurse. The clinic was for migrant
workers who could not access the hospital. The eighth application was
approved in 1979. The clinic had operated continuously since then. Her
mother had never mentioned the seven denials. The staff knew her as
the founder. The patients knew her as the woman who was there every
morning. She had been there every morning for twenty-four years. The
first seven years, she had been there with nothing.",affective,B-admiration-d5-v4
B-admiration-d6-v1,admiration,peak,6,Public witness (stranger encounter in shared space),N-admiration-d6-c1,103,"The bus driver had been on the same route for sixteen years. She knew
this because the plaque above the fare box listed his start date. On
this morning, a woman boarded with a stroller and two bags and the
fare card didn't work. The driver waited. He did not say anything
about the card. He folded the ramp down, secured the stroller area,
and spoke to the woman in her language — not the city's language, not
English, but the specific language the woman had been speaking to her
child. The other passengers watched. The woman sat down. The driver
pulled away from the curb. He had done this before. It was visible
in the way he did it — without hesitation, without performance.",affective,B-admiration-d6-v1
B-admiration-d6-v2,admiration,peak,6,Public witness (stranger encounter in shared space),N-admiration-d6-c2,98,"The man at the intersection had a cart of belongings and a dog. The
dog was on a leash made from braided cloth. He watched the man for
twenty minutes from the bench across the street. The man fed the dog
first. He poured water into a folded newspaper and held it while the
dog drank. He checked the dog's paws, one at a time, pressing between
the pads. He adjusted the cloth leash so it sat flat against the fur.
Then he opened his own container and ate what was left. The dog sat
next to him the entire time. Its coat was clean. The man's shoes had
holes. The dog's leash was braided evenly, every strand tight.",affective,B-admiration-d6-v2
B-admiration-d6-v4,admiration,peak,6,Public witness (stranger encounter in shared space),N-admiration-d6-c4,101,"The janitor at the courthouse was there before the building opened
every morning. She arrived early to ride the elevator, because the
elevator was where she saw what he did. The floors were clean in a
way that was not ordinary — the baseboards, the corners behind the
benches, the underside of the handrails. She looked once and after
that she could not stop looking. The water fountains were polished.
The bathroom tiles had no grout stains. The brass on the doors was
bright. He had been doing this for eleven years and every surface
in the building carried the evidence. No one had asked him to clean
the brass. The brass was not in his job description. He cleaned it
every morning anyway.",affective,B-admiration-d6-v4
B-vigilance-d4-v1,vigilance,peak,4,Caregiving responsibility (dependent in your charge),N-vigilance-d4-c1,105,"His mother had fallen twice in the past month. Both times between
2 and 4 a.m. He had moved into the room next to hers and left both
doors open. He set his phone alarm for 1:45. At 1:45 he turned off
the alarm and listened. He was tracking three sounds: the bed frame,
which creaked when she shifted her weight; her breathing, which
changed pattern before she woke; and the floor, which had a board
near the bathroom door that produced a specific tone under her
weight. Tonight the bed frame creaked at 2:12. The breathing changed
at 2:14. He was standing at her doorway before the floorboard
sounded. She reached for the wall. He was already beside it.",affective,B-vigilance-d4-v1
B-vigilance-d4-v2,vigilance,peak,4,Caregiving responsibility (dependent in your charge),N-vigilance-d4-c2,103,"The nurse had twelve patients on the ward. She was watching bed seven.
The patient in bed seven was post-surgical and the vitals were within
range, but the oxygen saturation had dropped one point in the last
hour. One point was within normal fluctuation. She checked the chart
again. The previous drop had also been one point. Two consecutive
single-point drops over two hours produced a slope. She calculated
where the slope would reach the intervention threshold: four hours.
She called respiratory therapy and asked them to be available in
three. She did not chart an alert because the numbers did not yet
require one. She adjusted her rounds to pass bed seven every twenty
minutes instead of thirty.",affective,B-vigilance-d4-v2
B-vigilance-d4-v3,vigilance,peak,4,Caregiving responsibility (dependent in your charge),N-vigilance-d4-c3,101,"She had been watching her daughter's eating for three weeks. Not
obviously. The portions served were measured but presented casually.
She noted what came back to the kitchen: which foods were eaten,
which were rearranged to look eaten, which were hidden under other
food. She tracked the numbers on a calendar in her desk drawer —
estimated intake by meal, seven days per row. The pattern was visible
by the second week. Breakfast declining. Lunch steady. Dinner
rearranged. Her daughter was sixteen and she was sitting at the table
right now, cutting her food into pieces that were getting smaller.
She watched from the counter. She did not comment on the pieces. She
was not ready to comment. She was still gathering the pattern.",affective,B-vigilance-d4-v3
B-vigilance-d4-v4,vigilance,peak,4,Caregiving responsibility (dependent in your charge),N-vigilance-d4-c4,106,"The handler walked the dog along the perimeter of the building at
6 a.m. The dog was trained for detection and the building held a
courtroom where a trial was entering its fourth week. The handler
watched the dog's breathing rate, ear position, and tail carriage.
At the northeast corner, the dog's ears rotated forward by fifteen
degrees and held. The breathing rate increased. The tail dropped
from its neutral carry position. The handler stopped. The dog was
oriented toward a utility panel at the base of the wall. The handler
noted the panel number, the dog's exact position, the time, and the
wind direction. He radioed the detail. He did not approach the panel.
He backed the dog away along the same path they had entered.",affective,B-vigilance-d4-v4
B-vigilance-d5-v2,vigilance,peak,5,Inheritance/legacy (intergenerational discovery),N-vigilance-d5-c2,104,"The house had been his father's project for thirty years. After the
funeral, the contractor came to assess the foundation. He found
something he had not expected: a drainage system. Hand-dug channels
running along every footing, lined with gravel, routed to a sump
basin under the porch. The channels were clean. His father had
maintained them — she found the maintenance log in the basement,
entries every April and October. The contractor said the water table
in the area had risen eighteen inches over the past two decades. Every
house on the block showed foundation cracks. This one did not. His
father had been watching the water for thirty years. The house stood
on ground that should have shifted, and it had not moved.",affective,B-vigilance-d5-v2
N-rage-d1-c1,neutral,none,1,Financial-Betrayal-Matched (Financial/Interpersonal Settings),B-rage-d1-v1,81,"The papers were spread across the table where he'd sorted them. His daughter's college fund statement. The balance had grown by four percent over the quarter. His brother had co-signed the original account — there were six deposits logged over nine months, each one automatic. The most recent was dated the same week they'd met for dinner. He picked up his phone to check the online portal, then set it aside and added the figures to the spreadsheet he'd been updating.",neutral,N-rage-d1-c1
N-rage-d1-c2,neutral,none,1,Financial-Betrayal-Matched (Financial/Interpersonal Settings),B-rage-d1-v2,84,"She found the second set of projections on a Tuesday. The updated ones. The ones her business partner of fourteen years had been working on in a folder labeled ""Q3 Forecasts."" Fourteen years of growth documented in invoices, client payments, and vendor relationships across three states. She sat at her desk and reviewed the numbers. The figures matched the annual report. She had built this company from a single client and a rented desk, and the quarterly review confirmed the trajectory was holding steady.",neutral,N-rage-d1-c2
N-rage-d1-c3,neutral,none,1,Financial-Betrayal-Matched (Financial/Interpersonal Settings),B-rage-d1-v3,84,"The retirement account had been growing in regular increments over the past several years. Her son had power of attorney for administrative purposes. He'd used it to set up automatic deposits and manage the quarterly rebalancing. The bank statements were in a folder the financial advisor had prepared, each contribution highlighted in yellow — payroll deductions, dividend reinvestments, and catch-up contributions. She was eighty-one years old and the portfolio was on track. The advisor recommended keeping the current allocation through the next review cycle.",neutral,N-rage-d1-c3
N-rage-d1-c4,neutral,none,1,Financial-Betrayal-Matched (Financial/Interpersonal Settings),B-rage-d1-v4,82,"His friend had borrowed the money to cover a deposit on a new apartment. They'd drawn up a simple agreement, shaken hands, and sat at the same bar where they'd been meeting since they were nineteen. The repayment schedule was straightforward — three pages outlining monthly installments over twelve months. The first payment had arrived on time, transferred electronically. His friend had set up automatic payments through his bank. The second installment cleared the following month, matching the agreed amount exactly.

---",neutral,N-rage-d1-c4
N-rage-d2-c1,neutral,none,2,Institutional-Injustice-Matched (Institutional/Civic Settings),B-rage-d2-v1,74,"The review board published its quarterly report. Twelve cases reviewed, all resolved within the standard processing window. The department had updated its filing procedures following an audit recommendation — the same recommendation that had been implemented across three other district offices. His wife read the summary at the kitchen table while their son did homework in the next room. The board's letterhead had been redesigned with the department's updated logo printed along the bottom.",neutral,N-rage-d2-c1
N-rage-d2-c2,neutral,none,2,Institutional-Injustice-Matched (Institutional/Civic Settings),B-rage-d2-v2,81,The hospital had sent her the itemized statement. The surgery had been scheduled and completed as planned. The follow-up appointment was set for six weeks out. She had received a letter from the billing department confirming that her insurance had covered the standard portion. The original consent form was eleven pages long. She had signed it in the admissions office on a clipboard at the front desk. The billing department's letter included a patient satisfaction survey and a prepaid return envelope.,neutral,N-rage-d2-c2
N-rage-d2-c3,neutral,none,2,Institutional-Injustice-Matched (Institutional/Civic Settings),B-rage-d2-v3,79,"The city had scheduled the building inspection for Thursday. By Monday, the property management company had completed the requested maintenance. The building inspector's report from eight months ago had noted minor items — the same inspector conducted routine follow-ups across the district. Twenty-two families received a notice in their mailboxes. The notice confirmed that all cited items had been addressed. The management company's website showed photos of the completed repairs: updated hallway lighting, replaced handrails, and freshly painted stairwells.",neutral,N-rage-d2-c3
N-rage-d2-c4,neutral,none,2,Institutional-Injustice-Matched (Institutional/Civic Settings),B-rage-d2-v4,85,"The pharmaceutical company's quarterly report was released on page forty-seven of the regulatory filing. The relevant section summarized efficacy data from the most recent clinical trial. The date on the report was from the previous fiscal year. She had been taking the medication for four years as part of an ongoing prescription. Her doctor had reviewed the latest guidelines at her annual visit. She noted the next refill date on her calendar and placed the filing in the folder with her other medical paperwork.

---",neutral,N-rage-d2-c4
N-rage-d3-c3,neutral,none,3,Personal-Violation-Matched (Interpersonal/Domestic Settings),B-rage-d3-v3,84,"His colleague had presented the quarterly update to the board. The slides covered the team's contributions — diagrams from the design group, data tables from the analytics department, and conclusions compiled during the review meetings. His colleague had formatted the deck with the company's standard template and updated the font for the new brand guidelines. The board reviewed each section. His colleague thanked the team for their contributions. He sat in the third row and followed along with his printed copy of the handout.",neutral,N-rage-d3-c3
N-rage-d3-c4,neutral,none,3,Personal-Violation-Matched (Interpersonal/Domestic Settings),B-rage-d3-v4,89,The neighbor's security camera was mounted on the side of his garage. It covered the driveway and part of the shared fence line. She had noticed it during a routine check of the property boundary. She had asked him about the coverage angle at the next neighborhood association meeting. He explained it was positioned for his driveway and the side gate. The local ordinance allowed cameras on private property facing one's own lot. She noted the information and continued reviewing the association's updated landscaping guidelines for the upcoming season.,neutral,N-rage-d3-c4
N-grief-d1-c1,neutral,none,1,Bereavement-Matched (Domestic/Medical Settings),B-grief-d1-v1,81,"The kitchen counter had a grocery list clipped to the magnetic notepad. Bananas, milk, a specific brand of bread from the store on Elm Street. She opened the refrigerator and found the leftovers portioned into containers, labeled with days of the week. Thursday's container had been moved to the front. It was now Sunday. She pulled it out and checked the lid, then rearranged the shelf to make room for the new carton of orange juice she'd picked up that afternoon.",neutral,N-grief-d1-c1
N-grief-d2-c1,neutral,none,2,Career-Destruction-Matched (Workplace Settings),B-grief-d2-v1,88,"The lab had been rearranged over the weekend. Twenty-two years of accumulated equipment, now in a new layout. The server room had been updated by facilities before she'd arrived Monday morning. The backup drives were in the new cabinet by the window. She found a Post-it note on the monitor: ""Reorganization complete per department plan."" Her notebooks were on the new shelf. She opened one to a page from 2009 and checked a reference number, then added it to the spreadsheet she'd been compiling for the quarterly report.",neutral,N-grief-d2-c1
N-grief-d2-c2,neutral,none,2,Career-Destruction-Matched (Workplace Settings),B-grief-d2-v2,90,"The carpenter ran his hand along the doorframe of the shop. Thirty-one years of daily use and the frame was still solid. He'd tagged several items for reorganization — the table saw, the planer, the chisels in the wall rack, each one with a colored sticker for its new position. The workbench had a coffee ring from this morning. He wiped it with a rag, pulled the chain on the overhead light, and locked the door. He'd finish the rearrangement in the morning after the new shelving unit was delivered.",neutral,N-grief-d2-c2
N-grief-d2-c3,neutral,none,2,Career-Destruction-Matched (Workplace Settings),B-grief-d2-v3,88,"The orchestra had performed its Tuesday evening rehearsal for the string section. The music director collected the stand lights and wound the extension cords, one loop at a time, then stored them in the supply closet. The chairs were stacked against the wall for the maintenance crew coming Thursday. The spring season schedule was pinned to the bulletin board. Programs from past seasons were in a filing cabinet in the hallway. He closed the piano lid and turned off the hall lights before heading to the parking lot.",neutral,N-grief-d2-c3
N-grief-d2-c4,neutral,none,2,Career-Destruction-Matched (Workplace Settings),B-grief-d2-v4,93,"She stood in the classroom after the last students had gone. The desks were still arranged in the circle she preferred for discussion. The administration had scheduled the room repaint for Friday. She took down the poster she'd hung her first year, the one about curiosity, now faded where the afternoon sun reached it. She'd order a replacement from the school supply catalog. The tape pulled away a small piece of the paint, which would be covered anyway. She folded the poster and put it in the recycling box by the door.

---",neutral,N-grief-d2-c4
N-terror-d1-c3,neutral,none,1,Physical-Threat-Matched (Domestic/Vehicular Settings),B-terror-d1-v3,101,"He woke up because the dog had jumped onto the bed, which it wasn't supposed to do. The dog circled once and lay down at his feet. Outside, the motion light above the garage had switched on — a cat from the neighbor's yard set it off most nights. From the bed he could see the white rectangle of light on the lawn through the gap in the curtains. It clicked off after thirty seconds. He reached for his phone to check the time. The battery was low, so he plugged it in. The dog was already asleep again, breathing steadily.",neutral,N-terror-d1-c3
N-terror-d1-c4,neutral,none,1,Physical-Threat-Matched (Domestic/Vehicular Settings),B-terror-d1-v4,101,"The car behind her had been there since the highway exit. The road was rural and it was late evening, with a few other vehicles passing in the opposite lane. She maintained her speed at the limit. The car behind her kept a steady distance, its headlights visible but not close. The gas gauge showed just over a quarter tank. The next town was twenty-two miles, where she planned to stop for fuel. She checked her GPS and confirmed the route. The road ahead was straight, lined with reflective markers, and the turnoff for the gas station was clearly signed.

---",neutral,N-terror-d1-c4
N-terror-d2-c1,neutral,none,2,Medical-Crisis-Matched (Hospital/Clinical Settings),B-terror-d2-v1,102,"The doctor had finished reviewing the scan and turned the screen so she could see it. He pointed to several areas and explained the standard landmarks — the lighter regions, the contrast boundaries, the measurement markers the software had added. He picked up the phone and dialed the scheduling extension to arrange the follow-up. He said ""Next available Tuesday for a routine check"" and made a note. He turned back to her and handed over the printed summary. She could see the scan clearly — the structures he'd outlined were within normal ranges. The appointment card was ready at the front desk.",neutral,N-terror-d2-c1
N-terror-d2-c3,neutral,none,2,Medical-Crisis-Matched (Hospital/Clinical Settings),B-terror-d2-v3,111,"She was twenty-six weeks along and the midwife had recommended she start timing the practice contractions. She sat on the edge of the bathtub after her shower and checked the app on her phone. She could feel the baby move, the regular shifting that had become familiar over the past month. Her hospital bag was in the bedroom closet, packed since last week. She stood up and wrapped the towel around her shoulders. The car keys were on the hook by the front door. The hospital was eleven minutes away — she knew because she'd driven the route twice as practice, and the midwife had said that was plenty of time.",neutral,N-terror-d2-c3
N-terror-d2-c4,neutral,none,2,Medical-Crisis-Matched (Hospital/Clinical Settings),B-terror-d2-v4,105,"The allergist had said the test would take about twenty minutes. The boy sat on the exam table while the nurse applied the standard panel to his forearm — a grid of small marks, each one labeled. His father stood next to him and watched the nurse note the time. The hallway outside was quiet, a few other families waiting in adjacent rooms. He looked at the boy's arm after ten minutes. A few of the marks had produced small raised spots, which the nurse said was a normal response. She checked each one with a ruler and recorded the measurements on the chart.

---",neutral,N-terror-d2-c4
N-terror-d3-c1,neutral,none,3,Psychological-Threat-Matched (Domestic/Communication Settings),B-terror-d3-v1,106,"The third letter was from the neighborhood association, like the others. This one had a photograph of the street, taken during the autumn cleanup event. The timestamp on the back showed it was from three weeks ago. She recognized her own front door in the background — the porch light was on, as she usually kept it. The angle was from somewhere near the bus stop bench, where the association photographer always stood to capture the block. She walked to the window to check if the recycling bins were at the curb. The bench across the street was empty. The next association meeting was on Thursday.",neutral,N-terror-d3-c1
N-terror-d3-c2,neutral,none,3,Psychological-Threat-Matched (Domestic/Communication Settings),B-terror-d3-v2,96,"He had checked the locks as part of his evening routine. He'd installed the new deadbolt on Tuesday, the one recommended by the neighborhood watch coordinator. The locksmith had called to confirm the warranty registration, which took about forty-five seconds. The lock met the updated building code specifications. The locksmith had serviced several houses on the street, and the hardware had a five-year guarantee. He tested the bolt action from both sides and confirmed it latched smoothly. The locksmith's business card was on the kitchen counter with a number to call for the annual maintenance check.",neutral,N-terror-d3-c2
N-terror-d3-c4,neutral,none,3,Psychological-Threat-Matched (Domestic/Communication Settings),B-terror-d3-v4,102,"The messages had started after she signed up for the neighborhood alert service. One a day at first, then more frequently during the busy season. The phone number was the same automated system. The content was informational. ""Street cleaning scheduled for Fourth Street on Thursday."" ""The restaurant at Main and Oak will be closed for renovation."" ""School zone speed cameras active at 3:15 p.m. daily."" The last one was a reminder she'd found useful during pickup time. She adjusted her route the next week to avoid the construction zone. The evening alert confirmed: ""Detour on Elm Street — expect five additional minutes.""",neutral,N-terror-d3-c4
N-ecstasy-d1-c2,neutral,none,1,Achievement-Matched (Professional/Competitive Settings),B-ecstasy-d1-v2,92,"His name was on the roster for the next testing session. He confirmed the date and room number and noted that the format had changed from the previous year — two sections instead of three. He had been preparing for several months, using the study materials his colleague had recommended. His wife had helped him organize the schedule, blocking off evenings after their daughter's bedtime. The roster listed forty-three candidates for this session. He took a photograph of the posting for his records, then checked the parking information for the testing center.",neutral,N-ecstasy-d1-c2
N-ecstasy-d1-c4,neutral,none,1,Achievement-Matched (Professional/Competitive Settings),B-ecstasy-d1-v4,100,"The jury had reviewed the entries over two days. The foreman collected the scoring sheets and handed them to the clerk for tabulation. The clerk read through each category and the corresponding point totals. The room waited while the final scores were calculated. He sat in his chair and reviewed the program, noting which categories had the most entries this year. He had fired the kiln several times during the preparation period, testing different glaze temperatures as documented in his notebook. The awards would be announced after the lunch break, and the exhibition would remain open through the weekend.

---",neutral,N-ecstasy-d1-c4
N-ecstasy-d2-c1,neutral,none,2,Connection-Matched (Interpersonal/Domestic Settings),B-ecstasy-d2-v1,107,"The gate opened and she checked the arrival board. The flight from Denver had landed twelve minutes ahead of schedule. She moved to the designated meeting area and held up the printed sign with his name on it. He was a colleague she'd only met over video conference — they'd be collaborating on-site for the next two weeks. He came through pulling a roller bag, saw the sign, and walked over. They shook hands and she offered to carry one of his bags. The parking garage was on level two. She asked about the flight, and he said the connection in Chicago had been tight but manageable.",neutral,N-ecstasy-d2-c1
N-ecstasy-d2-c2,neutral,none,2,Connection-Matched (Interpersonal/Domestic Settings),B-ecstasy-d2-v2,94,"The letter was from the homeowner's association. She opened it at the mailbox and scanned the contents. The second paragraph confirmed the annual assessment amount, unchanged from last year. She and her wife had owned the house for twenty-seven months. The process of buying had involved inspections, appraisals, title checks, insurance reviews, and several rounds of paperwork with the mortgage company. The spare bedroom down the hall was currently set up as a home office. The letter also included the schedule for the annual neighborhood meeting and a reminder about the updated parking regulations.",neutral,N-ecstasy-d2-c2
N-ecstasy-d3-c2,neutral,none,3,Discovery-Matched (Research/Exploration Settings),B-ecstasy-d3-v2,101,"She had been diving the same reef for twenty years as part of the annual marine survey. The tide was at the predicted level for this time of year. She followed the standard transect line, recording fish species counts and coral coverage percentages on her underwater slate. The visibility was typical for the season — about fifteen meters. She noted the presence of the usual indicator species at each survey point. She had forty minutes of air remaining, which was on track for the planned dive profile. She completed the final transect and began her ascent at the standard safety rate.",neutral,N-ecstasy-d3-c2
N-ecstasy-d3-c3,neutral,none,3,Discovery-Matched (Research/Exploration Settings),B-ecstasy-d3-v3,97,The telescope had been pointed at the same region for four months as part of the standard sky survey. The spectrograph data was accumulating on schedule. She ran the calibration check and confirmed the instrument was within normal parameters. The signal-to-noise ratio matched the expected range for this target at this integration time. She saved the latest data batch and added it to the archive folder. Her colleague stopped by to check the observation log. They reviewed the schedule for the remaining survey targets and confirmed the telescope would be repositioned on Thursday for the next field.,neutral,N-ecstasy-d3-c3
N-ecstasy-d3-c4,neutral,none,3,Discovery-Matched (Research/Exploration Settings),B-ecstasy-d3-v4,109,"The archaeologist had been working the same grid square for six weeks, following the site's standard excavation protocol. Clay layers alternated with stone deposits, consistent with the geological survey from the planning phase. He used the medium-gauge brush for the upper sediment and switched to the fine brush for the contact layer. The soil samples were bagged and labeled by depth. He measured the exposed area against the grid coordinates and recorded it in the field log. The team was working adjacent squares at the same pace. He called across to his colleague to confirm they were at the same depth marker, then continued brushing at the standard rate.",neutral,N-ecstasy-d3-c4
N-loathing-d2-c1,neutral,none,2,Visceral-Revulsion-Matched (Domestic/Environmental Settings),B-loathing-d2-v1,98,"The apartment had been vacant for two weeks during the turnover period. The previous occupant had moved out on schedule, and the cleaning crew had been through the unit. The kitchen counter was cleared, with a few scuff marks that would be covered by the new shelf liner. The refrigerator door was slightly open, propped with a folded towel to prevent odor buildup — standard procedure between tenants. She stepped inside and checked each room against the move-in inspection checklist. The floors had been cleaned. She noted the counter scuffs on the form and continued to the bathroom.",neutral,N-loathing-d2-c1
N-loathing-d2-c2,neutral,none,2,Visceral-Revulsion-Matched (Domestic/Environmental Settings),B-loathing-d2-v2,107,"The restaurant kitchen was visible through a window in the hallway leading to the restroom. He glanced in as he passed. The cutting boards were color-coded — green for vegetables, red for meat — lined up along the stainless steel counter. The floor near the sink was wet from the wash-down between service rounds. A container of olive oil was open on the prep station, next to a row of measured ingredients for the next course. He walked back to the table. His plate had arrived while he was away. The presentation matched the description on the menu. He unfolded his napkin and picked up his fork.",neutral,N-loathing-d2-c2
N-loathing-d2-c3,neutral,none,2,Visceral-Revulsion-Matched (Domestic/Environmental Settings),B-loathing-d2-v3,119,"The water from the tap had been consistent since they moved in three years ago. The annual quality report from the utility company arrived in the mail, as it did each spring. The mineral content was within the standard range for the region. The technician came for the scheduled maintenance check on the water heater and ran a sample as part of the routine. He held the glass up to the window to check for clarity, which was standard procedure. The sample looked the same as the previous year's. He noted the reading on his form and recommended they replace the filter cartridge, which was due based on the manufacturer's timeline. The replacement was available at the hardware store.",neutral,N-loathing-d2-c3
N-loathing-d2-c4,neutral,none,2,Visceral-Revulsion-Matched (Domestic/Environmental Settings),B-loathing-d2-v4,103,"The hotel room had been prepared for the next guest according to the standard turnover checklist. She pulled back the bedspread to check the linens — the sheets were fresh, with the laundry's fold creases still visible. The pillows had been replaced with the hypoallergenic option she'd requested at booking. The sink in the bathroom was dry, with the complimentary toiletries lined up on a tray. The towels were folded on the rack, each one sealed in a paper band from the laundry service. She set her suitcase on the luggage stand, hung her coat in the closet, and checked the thermostat.

---",neutral,N-loathing-d2-c4
N-loathing-d3-c1,neutral,none,3,Social-Betrayal-Matched (Public Figure/Institutional Settings),B-loathing-d3-v1,97,"The pastor had led the Sunday service for twelve years. He had organized the community outreach program and coordinated with local organizations for the annual food drive. He had met with congregants during office hours and facilitated the weekly discussion groups. The photographs were from the church's social media account, managed by the communications volunteer. They showed the pastor at community events in three different neighborhoods — the food pantry, the school partnership program, and the interfaith council meeting. The most recent post was from two days before Sunday service, showing the setup for the holiday bazaar.",neutral,N-loathing-d3-c1
N-loathing-d3-c2,neutral,none,3,Social-Betrayal-Matched (Public Figure/Institutional Settings),B-loathing-d3-v2,88,"The politician had served three terms on the regional council. Her platform included infrastructure improvement, and she had sponsored two amendments to the transportation budget. Her voting record was public and reflected a consistent position on municipal spending priorities. Her financial disclosures were filed annually with the ethics board, listing her income sources and any outside consulting work. Her consulting firm, which predated her political career, provided services to several municipal contractors. The firm was registered to a commercial office park on the east side of the district.",neutral,N-loathing-d3-c2
N-loathing-d3-c3,neutral,none,3,Social-Betrayal-Matched (Public Figure/Institutional Settings),B-loathing-d3-v3,96,"The wellness brand had three million followers across its social media platforms and a product line that included soaps, supplements, and skincare. The marketing featured images of the ingredients — plant extracts, mineral compounds, essential oils — alongside the manufacturing process. The production facility was documented in the company's transparency report, which included facility photographs and supply chain certifications. The soaps were manufactured at a contract facility that also produced for twelve other consumer brands. The supplements contained compounds listed by their standard names on the label, in compliance with the regulatory requirements for the category.",neutral,N-loathing-d3-c3
N-amazement-d1-c2,neutral,none,1,Natural-Phenomenon-Matched (Outdoor/Environmental Settings),B-amazement-d1-v2,119,"The boat had been in open water for six hours before they reached the survey coordinates. The sonar was tracking depth and bottom contour as part of the standard coastal mapping project. He noted the readings on the log — consistent with the charts for this section, about forty meters to the seabed. A spray of water hit the deck from a wave that broke against the hull. He could see the surface chop clearly in the midday light. He checked the GPS and confirmed they were on the planned transect line. The boat held position for twelve seconds while the sonar completed its sweep. He noted the coordinates and signaled the captain to proceed to the next waypoint.",neutral,N-amazement-d1-c2
N-amazement-d1-c4,neutral,none,1,Natural-Phenomenon-Matched (Outdoor/Environmental Settings),B-amazement-d1-v4,118,"The tide had been going out steadily all morning, as the charts predicted for this stretch of coast. The water retreated past the high-tide mark, exposing the rocks and tidal pools that appeared twice daily. Shells and stones were scattered across the wet sand, typical for this time of year. A few small fish darted in the remaining pools. The exposed seabed extended about a hundred meters, consistent with the spring tide cycle. The people on the beach were walking along the waterline, some collecting shells, others photographing the rock formations. A few had tide charts printed from the park's website. The water would return on the published schedule, reaching the high-tide line again by early evening.

---",neutral,N-amazement-d1-c4
N-amazement-d2-c3,neutral,none,2,Human-Capability-Matched (Emergency/Performance Settings),B-amazement-d2-v3,125,"The boat had returned to the harbor at the scheduled time after a routine trip along the coast. There were six people aboard. The nearest coast guard station was about forty-five minutes up the shoreline. A fishing boat was already docked when they arrived. The fisherman helped tie the mooring lines as they pulled in. He was sixty-three years old and had been fishing from this harbor for decades. His boat was nine meters long with standard rigging. He passed a rope across, and the group stepped onto the dock one at a time. The last person handed over the cooler. The fisherman waved and walked back to his boat to sort the day's equipment before heading to the harbor office to log his return.",neutral,N-amazement-d2-c3
N-amazement-d3-c2,neutral,none,3,Intellectual-Revelation-Matched (Academic/Professional Settings),B-amazement-d3-v2,110,"The translator had been working on the manuscript for two years as part of the university's archive digitization project. The text was a merchant's inventory — lists of goods, quantities, and trade routes consistent with the period's known commerce patterns. She cross-referenced the entries with the existing catalog of similar documents from the same region. The quantities matched the standard trade volumes documented in previous scholarship. She noted the formatting conventions and added the manuscript to the database with the appropriate classification tags. The next section of the archive contained similar documents from the same period. She updated her progress log and moved to the next item in the queue.",neutral,N-amazement-d3-c2
N-amazement-d3-c3,neutral,none,3,Intellectual-Revelation-Matched (Academic/Professional Settings),B-amazement-d3-v3,117,"The doctor had been treating the patient with a standard protocol that was proceeding on the expected timeline. The patient had been seen by two specialists during the course of treatment, both of whom confirmed the approach. She was reviewing the file ahead of the quarterly summary when she checked the blood work from the initial visit. The values were within the expected range and consistent with the most recent panel. She noted the trends in the chart — all markers moving in the projected direction. The diagnostic software confirmed the current protocol remained appropriate. She updated the file with the latest results and scheduled the next follow-up for the standard interval. The treatment plan remained unchanged.",neutral,N-amazement-d3-c3
N-admiration-d1-c2,neutral,none,1,Competence-Matched (Professional/Craft Settings),B-admiration-d1-v2,109,"The interpreter was working between two languages in the standard courtroom configuration. The defendant spoke in measured sentences, following the pattern the attorney had prepared. The interpreter rendered each sentence into English using the standard legal terminology, pausing at the natural breaks for the court reporter. The judge followed the transcript on the monitor. The attorneys referred to their notes during the testimony. The session proceeded at the expected pace for a case of this type. The interpreter had been certified for courtroom work for twelve years and had handled similar proceedings in this district before. The session concluded on schedule, and the transcript was filed with the clerk.",neutral,N-admiration-d1-c2
N-admiration-d1-c3,neutral,none,1,Competence-Matched (Professional/Craft Settings),B-admiration-d1-v3,115,"The teacher had been at the school for thirty-one years. She taught sixth grade. Each year, she met the incoming students during the orientation session and reviewed their files from the previous year. She tracked progress using the district's standard assessment tools — quarterly benchmarks, reading levels, and math proficiency scores. The data was entered into the grading system and reviewed during parent-teacher conferences. She followed the curriculum guide provided by the department, adjusting the pacing to match the class average. Former students occasionally stopped by during school events. The school recognized her tenure with a certificate at the annual staff meeting, and she had accumulated the standard professional development credits for her salary level.",neutral,N-admiration-d1-c3
